"","V1","spot","siteid","GRIDID","x","y","FF","MD","FW","FO","WL","UB","WB","BU","BL","ELE","ELEMAX","ELEMIN","ELERA","ELESD","Slope","Aspect","ASR","dog","cat","total","buffer","year","worktime","species","count","OI","diet","nest","diet_number","diet_total","nest_number","nest_total"
"291",291,"七星2","A04-05","3826_291806",305500,2783500,37191.11206,18595.55603,0,925617.7759,0,0,0,18595.55603,0,621.0926916,821,455,366,96.38887352,17.5744,203.2422791,1698.665129,1,1,3,FALSE,2017,1968,"cat",0,0,"ground","ground",5,91,5,91
"292",292,"馬槽8","A01-02","3826_293308",307500,2786500,0,0,0,1e+06,0,0,0,0,0,445.3395722,571,332,239,52.27704226,16.19422,44.42637634,1506.984514,2,1,3,FALSE,2017,1656,"cat",0,0,"ground","ground",5,62,4,62
"293",293,"二子6","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2017,1584,"cat",11,6.94444444444444,"ground","ground",NA,NA,NA,NA
"294",294,"七星相1","A04-05","3826_291806",305500,2783500,37191.11206,18595.55603,0,925617.7759,0,0,0,18595.55603,0,621.0926916,821,455,366,96.38887352,17.5744,203.2422791,1698.665129,1,1,3,FALSE,2017,2304,"cat",0,0,"ground","ground",5,91,5,91
"295",295,"二子相1","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2017,2304,"cat",0,0,"ground","ground",NA,NA,NA,NA
"296",296,"菜公坑相1","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2017,2304,"cat",0,0,"ground","ground",NA,NA,NA,NA
"297",297,"馬槽相","A01-02","3826_293308",307500,2786500,0,0,0,1e+06,0,0,0,0,0,445.3395722,571,332,239,52.27704226,16.19422,44.42637634,1506.984514,2,1,3,FALSE,2017,2280,"cat",0,0,"ground","ground",5,62,4,62
"298",298,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2018,2304,"cat",0,0,"ground","ground",4,45,NA,NA
"299",299,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2019,6216,"cat",10,1.60875160875161,"ground","ground",3,26,2,26
"300",300,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2020,7776,"cat",17,2.18621399176955,"ground","ground",NA,NA,NA,NA
"301",301,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2021,5832,"cat",23,3.9437585733882,"ground","ground",1,21,NA,NA
"302",302,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2018,7560,"cat",5,0.661375661375661,"ground","ground",NA,NA,NA,NA
"303",303,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2019,7800,"cat",4,0.512820512820513,"ground","ground",NA,NA,NA,NA
"304",304,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2020,7200,"cat",28,3.88888888888889,"ground","ground",NA,NA,NA,NA
"305",305,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2021,5832,"cat",26,4.45816186556927,"ground","ground",NA,NA,NA,NA
"306",306,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2018,8040,"cat",4,0.497512437810945,"ground","ground",1,66,NA,NA
"307",307,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2019,6984,"cat",7,1.00229095074456,"ground","ground",7,77,3,77
"308",308,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2020,8616,"cat",1,0.116063138347261,"ground","ground",8,66,5,66
"309",309,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2021,5736,"cat",1,0.174337517433752,"ground","ground",9,74,4,74
"310",310,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2018,6600,"cat",2,0.303030303030303,"ground","ground",NA,NA,NA,NA
"311",311,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2019,8496,"cat",0,0,"ground","ground",NA,NA,NA,NA
"312",312,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2020,8040,"cat",7,0.870646766169154,"ground","ground",10,41,1,41
"313",313,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2021,5832,"cat",0,0,"ground","ground",13,82,1,82
"314",314,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2018,7920,"cat",5,0.631313131313131,"ground","ground",NA,NA,NA,NA
"315",315,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2019,8760,"cat",8,0.91324200913242,"ground","ground",NA,NA,NA,NA
"316",316,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2020,7176,"cat",12,1.67224080267559,"ground","ground",NA,NA,NA,NA
"317",317,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2021,5040,"cat",3,0.595238095238095,"ground","ground",NA,NA,NA,NA
"318",318,"TD30","A08-09","3826_117310",309500,2434500,0,0,0,857019.6151,0,0,142980.3849,0,0,90.46371348,340,0,340,61.40839828,14.5548,211.1519775,1584.965066,1,1,1,FALSE,2019,4920,"cat",5,1.01626016260163,"ground","ground",NA,NA,NA,NA
"319",319,"TD30","A08-09","3826_117310",309500,2434500,0,0,0,857019.6151,0,0,142980.3849,0,0,90.46371348,340,0,340,61.40839828,14.5548,211.1519775,1584.965066,1,1,1,FALSE,2020,1224,"cat",0,0,"ground","ground",NA,NA,NA,NA
"320",320,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2013,5636.3,"cat",0,0,"ground","ground",6,148,3,148
"321",321,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2014,5728.66,"cat",1,0.174560892075983,"ground","ground",7,165,NA,NA
"322",322,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2015,8760,"cat",6,0.684931506849315,"ground","ground",11,186,2,186
"323",323,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2016,8784,"cat",10,1.1384335154827,"ground","ground",11,174,4,174
"324",324,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2017,6886.4,"cat",1,0.14521375464684,"ground","ground",14,170,7,170
"325",325,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2018,6671.1,"cat",11,1.64890347918634,"ground","ground",21,246,5,246
"326",326,"雙溪山相","A04-06","3826_290310",309500,2780500,0,0,0,1e+06,0,0,0,0,0,362.6836007,489,258,231,46.35500729,17.60936,213.2791138,1601.451319,0,0,1,FALSE,2017,1392,"cat",0,0,"ground","ground",5,66,1,66
"327",327,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2018,3720,"cat",0,0,"ground","ground",6,115,2,115
"328",328,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2019,7368,"cat",0,0,"ground","ground",NA,NA,NA,NA
"329",329,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2020,3144,"cat",0,0,"ground","ground",NA,NA,NA,NA
"330",330,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2021,2112,"cat",0,0,"ground","ground",8,158,3,158
"331",331,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2018,7008,"cat",0,0,"ground","ground",7,104,6,104
"332",332,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2019,6336,"cat",0,0,"ground","ground",NA,NA,NA,NA
"333",333,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2020,6216,"cat",0,0,"ground","ground",NA,NA,NA,NA
"334",334,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2021,4632,"cat",0,0,"ground","ground",NA,NA,NA,NA
"335",335,"F01","A05-15","3826_269810",309500,2739500,0,0,0,1e+06,0,0,0,0,0,712.0606061,858,643,215,45.81727522,17.1962,184.0688324,1651.42969,0,0,2,FALSE,2022,1463.9,"cat",0,0,"ground","ground",4,117,2,117
"336",336,"F02","A05-15","3826_269810",309500,2739500,0,0,0,1e+06,0,0,0,0,0,712.0606061,858,643,215,45.81727522,17.1962,184.0688324,1651.42969,0,0,2,FALSE,2022,1463.7,"cat",0,0,"ground","ground",4,117,2,117
"337",337,"太平南國巷機1","A29-02","3826_232728",227500,2665500,195246.7517,0,0,804753.2483,0,0,0,0,0,308.4117647,419,227,192,44.68359516,19.3069,324.6421509,1531.452937,0,0,1,TRUE,2019,834.5,"cat",0,0,"ground","ground",16,149,4,149
"338",338,"太平南國巷機2","A29-02","3826_232728",227500,2665500,195246.7517,0,0,804753.2483,0,0,0,0,0,308.4117647,419,227,192,44.68359516,19.3069,324.6421509,1531.452937,1,0,1,TRUE,2019,2658.5,"cat",0,0,"ground","ground",16,149,4,149
"339",339,"桃園機9","A09-66","3826_282784",283500,2765500,130801.0271,5287.068311,0,204174.1783,0,654450.658,0,5287.068311,0,123.7629758,191,81,110,21.01669824,8.06394,228.4578094,1588.633459,1,1,1,TRUE,2019,6190.4,"cat",19,3.06926854484363,"ground","ground",NA,NA,NA,NA
"340",340,"打鐵坑溪機2","A09-53","3826_273274",273500,2746500,705352.5396,37167.73796,0,132839.9845,0,87471.99988,0,37167.73796,0,243.1327986,275,198,77,16.46730713,7.3809,60.48890305,1582.20368,1,0,1,TRUE,2020,2675,"cat",0,0,"ground","ground",25,160,4,160
"341",341,"ZZ1","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,1,1,TRUE,2012,4824,"cat",1,0.207296849087894,"ground","ground",1,28,1,28
"342",342,"ZZ1","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,1,1,TRUE,2013,384,"cat",0,0,"ground","ground",11,91,7,91
"343",343,"擎天1","A01-11","3826_292308",307500,2784500,140817.969,50500.90063,0,758180.2297,0,0,0,50500.90063,0,755.4368512,891,568,323,51.61549677,15.63241,45.62818909,1631.444123,0,0,1,TRUE,2016,720,"cat",0,0,"ground","ground",NA,NA,NA,NA
"344",344,"中正4","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,0,1,TRUE,2017,1680,"cat",0,0,"ground","ground",NA,NA,NA,NA
"345",345,"菜公坑相1","A04-04","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,0,0,1,TRUE,2017,2304,"cat",0,0,"ground","ground",15,110,13,110
"346",346,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2018,6792,"cat",3,0.441696113074205,"ground","ground",NA,NA,NA,NA
"347",347,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2019,7368,"cat",6,0.814332247557003,"ground","ground",NA,NA,NA,NA
"348",348,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2020,8160,"cat",5,0.612745098039216,"ground","ground",NA,NA,NA,NA
"349",349,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2021,5640,"cat",0,0,"ground","ground",8,34,NA,NA
"350",350,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2018,7152,"cat",1,0.139821029082774,"ground","ground",8,188,16,188
"351",351,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2019,8280,"cat",0,0,"ground","ground",4,93,7,93
"352",352,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2020,8520,"cat",0,0,"ground","ground",12,124,20,124
"353",353,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2021,4344,"cat",0,0,"ground","ground",1,88,7,88
"354",354,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2018,6384,"cat",2,0.31328320802005,"ground","ground",13,198,9,198
"355",355,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2019,8760,"cat",2,0.228310502283105,"ground","ground",8,119,7,119
"356",356,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2020,5736,"cat",0,0,"ground","ground",13,189,9,189
"357",357,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2021,3264,"cat",0,0,"ground","ground",10,187,6,187
"358",358,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2018,8232,"cat",1,0.121477162293489,"ground","ground",12,233,10,233
"359",359,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2019,7296,"cat",0,0,"ground","ground",20,250,16,250
"360",360,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2020,8016,"cat",0,0,"ground","ground",21,255,18,255
"361",361,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2021,2928,"cat",0,0,"ground","ground",22,256,21,256
"362",362,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2019,4896,"cat",4,0.816993464052288,"ground","ground",NA,NA,NA,NA
"363",363,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2020,8064,"cat",15,1.86011904761905,"ground","ground",NA,NA,NA,NA
"364",364,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2021,2496,"cat",2,0.801282051282051,"ground","ground",NA,NA,NA,NA
"365",1,"萬大機2","B30-02","3826_226264",263500,2652500,0,0,0,964138.7339,0,0,35861.26611,0,0,1000.403114,1219,893,326,82.54684184,25.56282,223.4051056,1565.23424,1,0,2,FALSE,2014,3081.08,"dog",0,0,"shrubs","shrubs",22,164,60,164
"366",2,"萬大機2","B30-02","3826_226264",263500,2652500,0,0,0,964138.7339,0,0,35861.26611,0,0,1000.403114,1219,893,326,82.54684184,25.56282,223.4051056,1565.23424,1,0,2,FALSE,2015,2437.75,"dog",1,0.410214336991078,"shrubs","shrubs",28,158,62,158
"367",3,"高地機4","A34-04","3826_164184",183500,2528500,442611.2704,119027.9651,0,319332.7994,0,0,0,119027.9651,0,222.5363322,300,86,214,50.48213458,11.52169,87.5581131,1586.046491,1,0,1,FALSE,2018,200.83,"dog",4,19.9173430264403,"shrubs","shrubs",15,96,41,96
"368",4,"高地機4","A34-04","3826_164184",183500,2528500,442611.2704,119027.9651,0,319332.7994,0,0,0,119027.9651,0,222.5363322,300,86,214,50.48213458,11.52169,87.5581131,1586.046491,1,0,1,FALSE,2019,3013.37,"dog",12,3.98225242834435,"shrubs","shrubs",16,112,43,112
"369",5,"半屏機1","A34-52","3826_155680",179500,2511500,206245.5458,209365.1141,0,288369.7801,0,296019.5599,0,0,0,76.55795848,180,18,162,47.44389435,15.31293,60.99570465,1505.635027,2,0,2,FALSE,2021,745.92,"dog",1,1.34062634062634,"shrubs","shrubs",29,101,76,101
"370",6,"半屏機2","A34-52","3826_155680",179500,2511500,206245.5458,209365.1141,0,288369.7801,0,296019.5599,0,0,0,76.55795848,180,18,162,47.44389435,15.31293,60.99570465,1505.635027,2,0,2,FALSE,2021,863.63,"dog",2,2.31580653752186,"shrubs","shrubs",29,101,76,101
"371",7,"國7二機2","A34-38","3826_150686",185500,2501500,430808.1771,273549.2998,195837.5038,49218.94737,0,1367.124512,0,49218.94737,0,26.71626298,64,11,53,9.573469967,5.15951,307.4430237,1551.025967,1,0,1,FALSE,2019,153.53,"dog",10,65.1338500618772,"shrubs","shrubs",9,58,32,58
"372",8,"國7二機2","A34-38","3826_150686",185500,2501500,430808.1771,273549.2998,195837.5038,49218.94737,0,1367.124512,0,49218.94737,0,26.71626298,64,11,53,9.573469967,5.15951,307.4430237,1551.025967,1,0,1,FALSE,2020,3182.35,"dog",147,46.1922792904614,"shrubs","shrubs",14,67,37,67
"373",9,"曾機B1","A36-17","3826_188708",207500,2577500,59206.59167,630558.1115,20765.79309,174944,0,0,114525.5038,0,0,215.6105169,246,169,77,15.26079863,6.0538,309.9814758,1572.855999,1,0,1,FALSE,2012,3155.04,"dog",1,0.316953192352553,"shrubs","shrubs",NA,NA,NA,NA
"374",10,"曾機B1","A36-17","3826_188708",207500,2577500,59206.59167,630558.1115,20765.79309,174944,0,0,114525.5038,0,0,215.6105169,246,169,77,15.26079863,6.0538,309.9814758,1572.855999,1,0,1,FALSE,2013,6439.23,"dog",3,0.465894214059756,"shrubs","shrubs",NA,NA,NA,NA
"375",11,"Q","A01-15","3826_295306",305500,2790500,0,0,0,1e+06,0,0,0,0,0,620.3172906,859,465,394,70.14419224,20.66085,305.3707275,1532.545282,1,0,2,FALSE,2014,4752,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"376",12,"Q","A01-15","3826_295306",305500,2790500,0,0,0,1e+06,0,0,0,0,0,620.3172906,859,465,394,70.14419224,20.66085,305.3707275,1532.545282,1,0,2,FALSE,2015,3480,"dog",2,0.574712643678161,"shrubs","shrubs",NA,NA,NA,NA
"377",13,"AG","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2015,5832,"dog",1,0.171467764060357,"shrubs","shrubs",NA,NA,NA,NA
"378",14,"AG","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2016,3528,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"379",15,"魚路相","A01-11","3826_292309",308500,2784500,149603.3348,74736.79603,0,700923.0731,0,0,0,74736.79603,0,681.2785467,796,508,288,87.42348265,17.10053,347.8834229,1514.399524,2,0,2,FALSE,2017,2430,"dog",3,1.23456790123457,"shrubs","shrubs",NA,NA,NA,NA
"380",16,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2018,7800,"dog",6,0.769230769230769,"shrubs","shrubs",NA,NA,NA,NA
"381",17,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2019,6624,"dog",10,1.50966183574879,"shrubs","shrubs",NA,NA,NA,NA
"382",18,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2020,8112,"dog",15,1.8491124260355,"shrubs","shrubs",10,156,37,156
"383",19,"LD88A","A03-12","3826_263812",311500,2727500,62201.43111,98753.06536,0,818763.548,0,0,0,20281.9555,0,249.342246,347,157,190,55.16968297,19.64204,331.401062,1505.361264,1,0,1,FALSE,2021,4968,"dog",10,2.01288244766506,"shrubs","shrubs",22,169,64,169
"384",20,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2018,768,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
"385",21,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2019,3504,"dog",1,0.285388127853881,"shrubs","shrubs",NA,NA,NA,NA
"386",22,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2020,7176,"dog",8,1.11482720178372,"shrubs","shrubs",NA,NA,NA,NA
"387",23,"NT35","B32-13","3826_211242",241500,2622500,0,0,0,1e+06,0,0,0,0,0,1683.778966,1965,1444,521,102.7704084,31.36696,277.2896729,1574.313703,1,0,1,FALSE,2021,4560,"dog",2,0.43859649122807,"shrubs","shrubs",NA,NA,NA,NA
"388",24,"IL-04","A33-29","3826_218224",223500,2636500,532548.2556,56061.04961,162961.8705,192367.7747,0,0,0,56061.04961,0,198.2093664,239,161,78,20.5579265,6.24671,182.474762,1608.081416,1,0,1,FALSE,2015,5095.44,"dog",14,2.74755467633806,"shrubs","shrubs",NA,NA,23,45
"389",25,"陽明機1","A04-72","3826_292805",304500,2785500,13119.7563,5408.034155,0,976064.1754,0,0,0,5408.034155,0,748.3010381,920,646,274,60.059495,18.84346,211.1931458,1651.451584,0,1,4,FALSE,2010,1234.01,"dog",0,0,"shrubs","shrubs",NA,NA,NA,NA
